description,Array,Dynamic Programming,String,Math,Tree,Depth-first Search,Greedy,Hash Table,Binary Search,Breadth-first Search,Sort,Two Pointers,Backtracking,Stack,Design,Graph,Bit Manipulation,Heap,Linked List,Recursion,Union Find,Sliding Window,Trie,Divide and Conquer,Segment Tree,Ordered Map,Queue,Minimax,Geometry,Binary Indexed Tree,Brainteaser,Topological Sort,Line Sweep,Random,Dequeue,Binary Search Tree,Suffix Array,Rolling Hash,Reservoir Sampling,Rejection Sampling,Memoization,OOP,Meet in the Middle
"Given the ""root"" of a binary search tree (BST), transform it into a larger tree such that each key of the original BST is changed to the sum of the original key plus all keys greater than the original key in the BST.

As a reminder, a binary search tree is a tree that satisfies these constraints:
A node's left subtree contains only nodes whose keys are less than the node's key.

A node's right subtree contains only nodes whose keys are greater than the node's key.

The left and right subtrees must also be binary search trees.

Note: This question is the same as 1038: https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree/

Example 1:
Input: root = [4,1,6,0,2,5,7,null,null,null,3,null,null,null,8]
Output: [30,36,21,36,35,26,15,null,null,null,33,null,null,null,8]

Example 2:
Input: root = [0,null,1]
Output: [1,null,1]

Example 3:
Input: root = [1,0,2]
Output: [3,3,2]

Example 4:
Input: root = [3,2,4,1]
Output: [7,9,4,10]

constraint:
The number of nodes in the tree is in the range '[0, 104]'.

`-104 <= Node.val <= 104`
All values ​​in the tree are unique.

`root` is guaranteed to be a valid binary search tree.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Given a list of 24-hour time points in 'HH:MM' format, returns the smallest difference in minutes between any two time points in the list.


Example 1:
Input: timePoints = [""23:59"",""00:00""]
Output: 1

Example 2:
Input: timePoints = [""00:00"",""23:59"",""00:00""]
output: 0

constraint:
`2 <= point in time <= 2 * 104`
`timePoints[i]` is in the format ""HH:MM"".",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a sorted array consisting only of integers, where each element appears exactly twice except one element appears exactly once. Find this single element that occurs only once.

Follow up: Your solution should run in O(log n) time and O(1) space.


Example 1:
Input: nums = [1,1,2,3,3,4,4,8,8]
Output: 2

Example 2:
Input: nums = [3,3,7,7,10,11,11]
Output: 10

constraint:
`1 <= nums.length <= 10^5`
`0 <= nums[i] <= 10^5`",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a string ""s"" and an integer ""k"", reverse the first ""k"" characters every ""2k"" characters from the beginning of the string.

If there are less than `k` characters left, reverse them all. If less than `2k` but greater than or equal to `k` characters, reverse the first k characters and leave the rest as they are.


Example 1:
Input: s = ""abcdefg"", k = 2
Output: ""bacdfeg""

Example 2:
Input: s = ""abcd"", k = 2
Output: ""back""

constraint:
`1 <= s.length <= 104`
`s` contains only lowercase English letters.

`1 <= k <= 104`",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a matrix of 0s and 1s, find the distance of each cell to the nearest 0.

The distance between two adjacent cells is 1.


Example 1:
enter:
[[0,0,0],
 [0,1,0],
 [0,0,0]]
output:
[[0,0,0],
 [0,1,0],
 [0,0,0]]

Example 2:
enter:
[[0,0,0],
 [0,1,0],
 [1,1,1]]
output:
[[0,0,0],
 [0,1,0],
 [1,2,1]]
notes:
The given matrix will not have more than 10,000 elements.

There is at least one 0 in the given matrix.

The cells are only adjacent in four directions: up, down, left and right.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given the ""root"" of a binary tree, return the diameter length of the tree.

The diameter of a binary tree is the length of the longest path between any two nodes in the tree. This path may or may not go through ""root"".

The path length between two nodes is represented by the number of edges between them.


Example 1:
Input: root = [1,2,3,4,5]
Output: 3
Explanation: 3 is the length of the path [4,2,1,3] or [5,2,1,3].


Example 2:
Input: root = [1,2]
Output: 1

constraint:
The number of nodes in the tree is in the range '[1, 104]'.

`-100 <= Node.val <= 100`",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In the NBA playoffs, we always arrange stronger teams to play against weaker teams. For example, let the No. 1 team play against the No. n team, which makes the game easier. Interesting good strategy. Now, given you n teams, you need to output their final game as a string.

The n teams are given as positive integers from 1 to n, representing their initial rankings. (No. 1 is the strongest team, nth is the weakest team.) We will use brackets ('(', ')') and commas (',') to denote match-team pairings - brackets ('( ' , ')') for pairing and comma (',') for partitioning. In each round of pairing process, always need to follow the strategy of the strong and weak pair.


Example 1:
Input: 2
Output: (1,2)
explain:
Initially, we have team 1 and team 2 with the following positions: 1,2.

Then we pair the team (1,2) with '(', ')' and ',' which is the final answer.


Example 2:
Input: 4
Output: ((1,4), (2,3))
explain:
In the first round, we paired teams 1 with 4 and 2 with 3 because we needed to have strong and weak teams together.

We get (1,4),(2,3).

In the second round, the winners of (1,4) and (2,3) need to replay the game to produce the final winner, so they need to be enclosed in parentheses.

We got the final answer ((1,4), (2,3)).


Example 3:
Input: 8
Output: (((1,8),(4,5)),((2,7),(3,6)))
explain:
First round: (1,8), (2,7), (3,6), (4,5)
Second round: ((1,8),(4,5)),((2,7),(3,6))
Third round: (((1,8),(4,5)),((2,7),(3,6)))
Since the final winner will be produced in the third round, the answer (((1,8),(4,5)),((2,7),(3,6))) needs to be output.

notes:
n is in the range [2, 212].

We ensure that the input n can be converted into 2k forms, where k is a positive integer.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The boundary of a binary tree is the concatenation of the root, the left boundary, the leaves arranged from left to right, and the right boundary in reverse order.

The left boundary is the set of nodes defined by:
The left child of the root node is on the left border. If the root has no left child, the left border is empty.

If a node is on the left border and has a left child, then the left child is on the left border.

If a node is on the left border, has no left child, but has a right child, then the right child is on the left border.

The leftmost leaf is not within the left bounds.

The right boundary is similar to the left boundary, except that it is to the right of the root's right subtree. Likewise, leaves are not part of the right bound, and if the root has no right children, the right bound is empty.

A leaf is a node without any children. For this question, roots are not leaves.

Given the ""root"" of a binary tree, return the values ​​of its bounds.


Example 1:
Input: root = [1,null,2,3,4]
Output: [1,3,4,2]
explain:
- The left border is empty because the root has no left child.

- The right border follows the path from root's right child 2 -> 4.

  4 is a leaf, so the right border is [2].

- The leaves from left to right are [3,4].

Concatenating everything results in [1] + [] + [3,4] + [2] = [1,3,4,2].


Example 2:
Input: root = [1,2,3,4,5,6,null,null,null,7,8,9,10]
Output: [1,2,4,7,8,9,10,6,3]
explain:
- The left border follows the path starting from the root's left child 2 -> 4.

  4 is a leaf, so the left border is [2].

- The right border follows the path starting from the root's right child 3 -> 6 -> 10.

  10 is a leaf, so the right boundary is [3,6], and the reverse order is [6,3].

- The leaves from left to right are [4,7,8,9,10].

Concatenating everything results in [1] + [2] + [4,7,8,9,10] + [6,3] = [1,2,4,7,8,9,10,6,3].


constraint:
The number of nodes in the tree is in the range '[1, 104]'.

`-1000 <= Node.val <= 1000`",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You are given several ""boxes"" of different colors, represented by different positive numbers.

You may go through several rounds of removing boxes until there are no boxes left. Each time you can select some consecutive boxes of the same color (that is, consist of `k` boxes, `k >= 1`), remove them and get `k * k` points.

Returns the maximum score you can get.


Example 1:
Input: boxes = [1,3,2,2,2,3,4,3,1]
Output: 23
explain:
[1, 3, 2, 2, 2, 3, 4, 3, 1]
----> [1, 3, 3, 4, 3, 1] (3*3=9 points)
----> [1, 3, 3, 3, 1] (1*1=1 point)
----> [1, 1] (3*3=9 points)
----> [] (2*2=4 points)

Example 2:
Input: boxes = [1,1,1]
Output: 9

Example 3:
input: boxes = [1]
Output: 1

constraint:
`1 <= boxes.length <= 100`
`1 <= boxes[i] <= 100`",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"There are n cities. Some of them are connected while others are not. If city a is directly connected to city b, and city b is directly connected to city c, then city a is indirectly connected to city c.

A province is a group of directly or indirectly connected cities, and no other cities are located outside the group.

Given an n x n matrix isConnected, where isConnected[i][j] = 1 if the ith city is directly connected to the jth city, and isConnected[i][j] = 0 `Otherwise.

Returns the total number of provinces.


Example 1:
Input: isConnected = [[1,1,0],[1,1,0],[0,0,1]]
Output: 2

Example 2:
Input: isConnected = [[1,0,0],[0,1,0],[0,0,1]]
Output: 3

constraint:
`1 <= n <= 200`
`n == isConnected. length`
`n == isConnected[i].length`
`isConnected[i][j]` is `1` or `0`.

`isConnected[i][i] == 1`
`isConnected[i][j] == isConnected[j][i]`",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given an array of n integers, you need to find if there is a triplet (i, j, k) that satisfies the following conditions:
 0 < i, i + 1 < j, j + 1 < k < n - 1
 The sum of the subarrays (0, i - 1), (i + 1, j - 1), (j + 1, k - 1) and (k + 1, n - 1) should be equal.
where we define the subarray (L, R) to represent a portion of the original array, starting from the element with index L to the element with index R.


example:
Input: [1,2,1,2,1,2,1]
output: true
explain:
i = 1, j = 3, k = 5.
sum(0, i - 1) = sum(0, 0) = 1
sum(i + 1, j - 1) = sum(2, 2) = 1
Sum(j + 1, k - 1) = Sum(4, 4) = 1
Sum(k + 1, n - 1) = Sum(6, 6) = 1
notes:
 1 <= n <= 2000.
 Elements in the given array will be in the range [-1,000,000, 1,000,000] .",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given the ""root"" of a binary tree, return the length of the longest continuous path in the tree.

This path can be increased or decreased.

For example, ""[1,2,3,4]"" and ""[4,3,2,1]"" are both considered valid, but the path ""[1,2,4,3]"" is not.

On the other hand, paths can be in child-parent-child order, but not necessarily parent-child order.


Example 1:
Input: root = [1,2,3]
Output: 2
Explanation: The longest continuous path is [1, 2] or [2, 1].


Example 2:
Input: root = [2,1,3]
Output: 3
Explanation: The longest continuous path is [1, 2, 3] or [3, 2, 1].


constraint:
The number of nodes in the tree is in the range ""[1, 3 * 104]"".

`-3 * 104 <= Node.val <= 3 * 104`",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You are given a string ""s"" representing a student's attendance record, where each character represents whether the student was absent, late or present that day. The record contains only the following three characters:
""A"": does not exist.

`'L'`: Late.

``P'`: Now.

Students are eligible for an attendance award if they meet both of the following criteria:
The total time the student is absent (`'A'`) is strictly less than 2 days.

Student is never late (`'L'`) for 3 or more consecutive days.

Returns ""true"" if the student is eligible for an attendance award, otherwise returns ""false"".


Example 1:
Input: s = ""PPALLP""
output: true
Explanation: The student had fewer than 2 absences and was never late for 3 or more consecutive days.


Example 2:
Input: s = ""PPALLL""
output: error
Explanation: The student was late for 3 consecutive days within the last 3 days and is therefore not eligible for the award.


constraint:
`1 <= s.length <= 1000`
`s[i]` is `'A'`, `'L'`, or `'P'`.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A student's attendance record can be represented as a string, where each character indicates whether the student was absent, late, or present for the day. The record contains only the following three characters:
""A"": does not exist.

`'L'`: Late.

``P'`: Now.

Any student is eligible for an attendance award if both of the following conditions are met:
The total time the student is absent (`'A'`) is strictly less than 2 days.

Student is never late (`'L'`) for 3 or more consecutive days.

Given an integer ""n"", returns the number of possible attendance records of length ""n"" that would qualify a student for an attendance award. The answer can be very large, so return it modulo 109 + 7.


Example 1:
Input: n = 2
Output: 8
Explanation: There are 8 records of length 2 eligible for the reward:
""PP"", ""AP"", ""PA"", ""LP"", ""PL"", ""AL"", ""LA"", ""LL""
Only ""AA"" is not eligible because of 2 absences (requires less than 2).


Example 2:
Input: n = 1
Output: 3

Example 3:
Input: n = 10101
Output: 183236316

constraint:
`1 <= n <= 105`",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a list of positive integers, adjacent integers will perform floating-point division. For example, [2,3,4] -> 2 / 3 / 4.

However, you can add any number of parentheses anywhere to change the priority of the operation. You should know how to add parentheses for maximum results and return the corresponding expression in string format. Your expression should not contain redundant parentheses.


example:
Input: [1000,100,10,2]
Output: ""1000/(100/10/2)""
explain:
1000/(100/10/2) = 1000/((100/10)/2) = 200
However, the curly brackets in ""1000/((100/10)/2)"" are redundant because they do not affect operation precedence. So you should return ""1000/(100/10/2)"".
Other cases:
1000/(100/10)/2 = 50
1000/(100/(10/2)) = 50
1000/100/10/2 = 0.5
1000/100/(10/2) = 2
notes:
The length of the input array is [1, 10].

Elements in the given array will be in the range [2, 1000].

There is only one optimal split for each test case.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You have a brick wall in front of you. The walls are rectangular with rows of bricks. The bricks are the same height but different widths. You want to draw a vertical line from top to bottom, passing through the fewest number of bricks.

A brick wall is represented by a list of lines. Each row is a list of integers representing the left-to-right width of each brick in that row.

If your line crosses the edge of a brick, then the brick is not considered to be crossed. You need to figure out how to draw the line to pass through the fewest bricks and return the number of passed bricks.

You can't just draw a line along one of the two vertical edges of the wall, in which case the line obviously won't go through any bricks.

example:
Input: [[1,2,2,1],
        [3,1,2],
        [1,3,2],
        [2,4],
        [3,1,2],
        [1,3,1,1]]
Output: 2
explain:
notes:
The sum of brick widths in different rows is the same and will not exceed INT_MAX.

The number of bricks per row is in the range [1,10,000]. The height of the wall is in the range [1,10,000]. The total number of wall tiles shall not exceed 20,000.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Given a list of strings, you can join these strings together to form a loop, and for each string, you can choose whether to reverse it. In all possible loops, you need to find the lexicographically largest string after cutting the loop, which will make the looped string a regular string.

Specifically, to find the string with the largest lexicographic order, it needs to go through two stages:
Concatenate all strings into a loop where you reverse or not reverse some strings and concatenate them in the same order given.

Cut and hit a breakpoint anywhere in the loop, this will make the looped string a regular string starting from the character at the cutpoint.
And your job is to find the lexicographically largest one among all possible regular strings.


example:
Input: ""abc"", ""xyz""
Output: ""zyxcba""
Explanation: You can get the cyclic strings ""-abcxyz-"", ""-abczyx-"", ""-cbaxyz-"", ""-cbazyx-"", where '-' indicates the cyclic state. The answer string comes from the fourth loop string where you cut from the middle character ""a"" and get ""zyxcba"".

notes:
The input string will only contain lowercase letters.

The total length of all strings will not exceed 1,000.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
